long_beach-w              33   34   -120 -119   NI11-07W
long_beach-e              33   34   -119 -118   NI11-07E
santa_ana-w               33   34   -118 -117   NI11-08W
santa_ana-e               33   34   -117 -116   NI11-08E
salton_sea-w              33   34   -116 -115   NI11-09W
salton_sea-e              33   34   -115 -114   NI11-09E
san_clemente_island-e     32   33   -119 -118   NI11-10E
san_diego-w               32   33   -118 -117   NI11-11W
san_diego-e               32   33   -117 -116   NI11-11E
el_centro-w               32   33   -116 -115   NI11-12W
el_centro-e               32   33   -115 -114   NI11-12E
williams-w                35   36   -114 -113   NI12-01W
williams-e                35   36   -113 -112   NI12-01E
flagstaff-w               35   36   -112 -111   NI12-02W
flagstaff-e               35   36   -111 -110   NI12-02E
gallup-w                  35   36   -110 -109   NI12-03W
gallup-e                  35   36   -109 -108   NI12-03E
prescott-w                34   35   -114 -113   NI12-04W
prescott-e                34   35   -113 -112   NI12-04E
holbrook-w                34   35   -112 -111   NI12-05W
holbrook-e                34   35   -111 -110   NI12-05E
saint_johns-w             34   35   -110 -109   NI12-06W
saint_johns-e             34   35   -109 -108   NI12-06E
phoenix-w                 33   34   -114 -113   NI12-07W
phoenix-e                 33   34   -113 -112   NI12-07E
mesa-w                    33   34   -112 -111   NI12-08W
mesa-e                    33   34   -111 -110   NI12-08E
clifton-w                 33   34   -110 -109   NI12-09W
clifton-e                 33   34   -109 -108   NI12-09E
ajo-w                     32   33   -114 -113   NI12-10W
ajo-e                     32   33   -113 -112   NI12-10E
tucson-w                  32   33   -112 -111   NI12-11W
tucson-e                  32   33   -111 -110   NI12-11E
silver_city-w             32   33   -110 -109   NI12-12W
silver_city-e             32   33   -109 -108   NI12-12E
albuquerque-w             35   36   -108 -107   NI13-01W
albuquerque-e             35   36   -107 -106   NI13-01E
santa_fe-w                35   36   -106 -105   NI13-02W
santa_fe-e                35   36   -105 -104   NI13-02E
tucumcari-w               35   36   -104 -103   NI13-03W
tucumcari-e               35   36   -103 -102   NI13-03E
socorro-w                 34   35   -108 -107   NI13-04W
socorro-e                 34   35   -107 -106   NI13-04E
fort_sumner-w             34   35   -106 -105   NI13-05W
fort_sumner-e             34   35   -105 -104   NI13-05E
clovis-w                  34   35   -104 -103   NI13-06W
clovis-e                  34   35   -103 -102   NI13-06E
tularosa-w                33   34   -108 -107   NI13-07W
tularosa-e                33   34   -107 -106   NI13-07E
roswell-w                 33   34   -106 -105   NI13-08W
roswell-e                 33   34   -105 -104   NI13-08E
brownfield-w              33   34   -104 -103   NI13-09W
brownfield-e              33   34   -103 -102   NI13-09E
las_cruces-w              32   33   -108 -107   NI13-10W
las_cruces-e              32   33   -107 -106   NI13-10E
carlsbad-w                32   33   -106 -105   NI13-11W
carlsbad-e                32   33   -105 -104   NI13-11E
hobbs-w                   32   33   -104 -103   NI13-12W
hobbs-e                   32   33   -103 -102   NI13-12E
amarillo-w                35   36   -102 -101   NI14-01W
amarillo-e                35   36   -101 -100   NI14-01E
clinton-w                 35   36   -100  -99   NI14-02W
clinton-e                 35   36    -99  -98   NI14-02E
oklahoma_city-w           35   36    -98  -97   NI14-03W
oklahoma_city-e           35   36    -97  -96   NI14-03E
plainview-w               34   35   -102 -101   NI14-04W
plainview-e               34   35   -101 -100   NI14-04E
lawton-w                  34   35   -100  -99   NI14-05W
lawton-e                  34   35    -99  -98   NI14-05E
ardmore-w                 34   35    -98  -97   NI14-06W
ardmore-e                 34   35    -97  -96   NI14-06E
lubbock-w                 33   34   -102 -101   NI14-07W
lubbock-e                 33   34   -101 -100   NI14-07E
wichita_falls-w           33   34   -100  -99   NI14-08W
wichita_falls-e           33   34    -99  -98   NI14-08E
sherman-w                 33   34    -98  -97   NI14-09W
sherman-e                 33   34    -97  -96   NI14-09E
big_spring-w              32   33   -102 -101   NI14-10W
big_spring-e              32   33   -101 -100   NI14-10E
abilene-w                 32   33   -100  -99   NI14-11W
abilene-e                 32   33    -99  -98   NI14-11E
dallas-w                  32   33    -98  -97   NI14-12W
dallas-e                  32   33    -97  -96   NI14-12E
fort_smith-w              35   36    -96  -95   NI15-01W
fort_smith-e              35   36    -95  -94   NI15-01E
russellville-w            35   36    -94  -93   NI15-02W
russellville-e            35   36    -93  -92   NI15-02E
memphis-w                 35   36    -92  -91   NI15-03W
memphis-e                 35   36    -91  -90   NI15-03E
mcalester-w               34   35    -96  -95   NI15-04W
mcalester-e               34   35    -95  -94   NI15-04E
little_rock-w             34   35    -94  -93   NI15-05W
little_rock-e             34   35    -93  -92   NI15-05E
helena-w                  34   35    -92  -91   NI15-06W
helena-e                  34   35    -91  -90   NI15-06E
texarkana-w               33   34    -96  -95   NI15-07W
texarkana-e               33   34    -95  -94   NI15-07E
el_dorado-w               33   34    -94  -93   NI15-08W
el_dorado-e               33   34    -93  -92   NI15-08E
greenwood-w               33   34    -92  -91   NI15-09W
greenwood-e               33   34    -91  -90   NI15-09E
tyler-w                   32   33    -96  -95   NI15-10W
tyler-e                   32   33    -95  -94   NI15-10E
shreveport-w              32   33    -94  -93   NI15-11W
shreveport-e              32   33    -93  -92   NI15-11E
jackson-w                 32   33    -92  -91   NI15-12W
jackson-e                 32   33    -91  -90   NI15-12E
blytheville-w             35   36    -90  -89   NI16-01W
blytheville-e             35   36    -89  -88   NI16-01E
columbia-w                35   36    -88  -87   NI16-02W
columbia-e                35   36    -87  -86   NI16-02E
chattanooga-w             35   36    -86  -85   NI16-03W
chattanooga-e             35   36    -85  -84   NI16-03E
tupelo-w                  34   35    -90  -89   NI16-04W
tupelo-e                  34   35    -89  -88   NI16-04E
gadsden-w                 34   35    -88  -87   NI16-05W
gadsden-e                 34   35    -87  -86   NI16-05E
rome-w                    34   35    -86  -85   NI16-06W
rome-e                    34   35    -85  -84   NI16-06E
west_point-w              33   34    -90  -89   NI16-07W
west_point-e              33   34    -89  -88   NI16-07E
birmingham-w              33   34    -88  -87   NI16-08W
birmingham-e              33   34    -87  -86   NI16-08E
atlanta-w                 33   34    -86  -85   NI16-09W
atlanta-e                 33   34    -85  -84   NI16-09E
meridian-w                32   33    -90  -89   NI16-10W
meridian-e                32   33    -89  -88   NI16-10E
montgomery-w              32   33    -88  -87   NI16-11W
montgomery-e              32   33    -87  -86   NI16-11E
phenix_city-w             32   33    -86  -85   NI16-12W
phenix_city-e             32   33    -85  -84   NI16-12E
knoxville-w               35   36    -84  -83   NI17-01W
knoxville-e               35   36    -83  -82   NI17-01E
charlotte-w               35   36    -82  -81   NI17-02W
charlotte-e               35   36    -81  -80   NI17-02E
raleigh-w                 35   36    -80  -79   NI17-03W
raleigh-e                 35   36    -79  -78   NI17-03E
greenville-w              34   35    -84  -83   NI17-04W
greenville-e              34   35    -83  -82   NI17-04E
spartanburg-w             34   35    -82  -81   NI17-05W
spartanburg-e             34   35    -81  -80   NI17-05E
florence-w                34   35    -80  -79   NI17-06W
florence-e                34   35    -79  -78   NI17-06E
athens-w                  33   34    -84  -83   NI17-07W
athens-e                  33   34    -83  -82   NI17-07E
augusta-w                 33   34    -82  -81   NI17-08W
augusta-e                 33   34    -81  -80   NI17-08E
georgetown-w              33   34    -80  -79   NI17-09W
georgetown-e              33   34    -79  -78   NI17-09E
macon-w                   32   33    -84  -83   NI17-10W
macon-e                   32   33    -83  -82   NI17-10E
savannah-w                32   33    -82  -81   NI17-11W
savannah-e                32   33    -81  -80   NI17-11E
james_island-w            32   33    -80  -79   NI17-12W
rocky_mount-w             35   36    -78  -77   NI18-01W
rocky_mount-e             35   36    -77  -76   NI18-01E
manteo-w                  35   36    -76  -75   NI18-02W
beaufort-w                34   35    -78  -77   NI18-04W
beaufort-e                34   35    -77  -76   NI18-04E
ukiah-w                   39   40   -124 -123   NJ10-02W
ukiah-e                   39   40   -123 -122   NJ10-02E
chico-w                   39   40   -122 -121   NJ10-03W
chico-e                   39   40   -121 -120   NJ10-03E
santa_rosa-w              38   39   -124 -123   NJ10-05W
santa_rosa-e              38   39   -123 -122   NJ10-05E
sacramento-w              38   39   -122 -121   NJ10-06W
sacramento-e              38   39   -121 -120   NJ10-06E
san_francisco-w           37   38   -124 -123   NJ10-08W
san_francisco-e           37   38   -123 -122   NJ10-08E
san_jose-w                37   38   -122 -121   NJ10-09W
san_jose-e                37   38   -121 -120   NJ10-09E
santa_cruz-e              36   37   -123 -122   NJ10-11E
monterey-w                36   37   -122 -121   NJ10-12W
monterey-e                36   37   -121 -120   NJ10-12E
reno-w                    39   40   -120 -119   NJ11-01W
reno-e                    39   40   -119 -118   NJ11-01E
millett-w                 39   40   -118 -117   NJ11-02W
millett-e                 39   40   -117 -116   NJ11-02E
ely-w                     39   40   -116 -115   NJ11-03W
ely-e                     39   40   -115 -114   NJ11-03E
walker_lake-w             38   39   -120 -119   NJ11-04W
walker_lake-e             38   39   -119 -118   NJ11-04E
tonopah-w                 38   39   -118 -117   NJ11-05W
tonopah-e                 38   39   -117 -116   NJ11-05E
lund-w                    38   39   -116 -115   NJ11-06W
lund-e                    38   39   -115 -114   NJ11-06E
mariposa-w                37   38   -120 -119   NJ11-07W
mariposa-e                37   38   -119 -118   NJ11-07E
goldfield-w               37   38   -118 -117   NJ11-08W
goldfield-e               37   38   -117 -116   NJ11-08E
caliente-w                37   38   -116 -115   NJ11-09W
caliente-e                37   38   -115 -114   NJ11-09E
fresno-w                  36   37   -120 -119   NJ11-10W
fresno-e                  36   37   -119 -118   NJ11-10E
death_valley-w            36   37   -118 -117   NJ11-11W
death_valley-e            36   37   -117 -116   NJ11-11E
las_vegas-w               36   37   -116 -115   NJ11-12W
las_vegas-e               36   37   -115 -114   NJ11-12E
delta-w                   39   40   -114 -113   NJ12-01W
delta-e                   39   40   -113 -112   NJ12-01E
price-w                   39   40   -112 -111   NJ12-02W
price-e                   39   40   -111 -110   NJ12-02E
grand_junction-w          39   40   -110 -109   NJ12-03W
grand_junction-e          39   40   -109 -108   NJ12-03E
richfield-w               38   39   -114 -113   NJ12-04W
richfield-e               38   39   -113 -112   NJ12-04E
salina-w                  38   39   -112 -111   NJ12-05W
salina-e                  38   39   -111 -110   NJ12-05E
moab-w                    38   39   -110 -109   NJ12-06W
moab-e                    38   39   -109 -108   NJ12-06E
cedar_city-w              37   38   -114 -113   NJ12-07W
cedar_city-e              37   38   -113 -112   NJ12-07E
escalante-w               37   38   -112 -111   NJ12-08W
escalante-e               37   38   -111 -110   NJ12-08E
cortez-w                  37   38   -110 -109   NJ12-09W
cortez-e                  37   38   -109 -108   NJ12-09E
grand_canyon-w            36   37   -114 -113   NJ12-10W
grand_canyon-e            36   37   -113 -112   NJ12-10E
marble_canyon-w           36   37   -112 -111   NJ12-11W
marble_canyon-e           36   37   -111 -110   NJ12-11E
shiprock-w                36   37   -110 -109   NJ12-12W
shiprock-e                36   37   -109 -108   NJ12-12E
leadville-w               39   40   -108 -107   NJ13-01W
leadville-e               39   40   -107 -106   NJ13-01E
denver-w                  39   40   -106 -105   NJ13-02W
denver-e                  39   40   -105 -104   NJ13-02E
limon-w                   39   40   -104 -103   NJ13-03W
limon-e                   39   40   -103 -102   NJ13-03E
montrose-w                38   39   -108 -107   NJ13-04W
montrose-e                38   39   -107 -106   NJ13-04E
pueblo-w                  38   39   -106 -105   NJ13-05W
pueblo-e                  38   39   -105 -104   NJ13-05E
lamar-w                   38   39   -104 -103   NJ13-06W
lamar-e                   38   39   -103 -102   NJ13-06E
durango-w                 37   38   -108 -107   NJ13-07W
durango-e                 37   38   -107 -106   NJ13-07E
trinidad-w                37   38   -106 -105   NJ13-08W
trinidad-e                37   38   -105 -104   NJ13-08E
la_junta-w                37   38   -104 -103   NJ13-09W
la_junta-e                37   38   -103 -102   NJ13-09E
aztec-w                   36   37   -108 -107   NJ13-10W
aztec-e                   36   37   -107 -106   NJ13-10E
raton-w                   36   37   -106 -105   NJ13-11W
raton-e                   36   37   -105 -104   NJ13-11E
dalhart-w                 36   37   -104 -103   NJ13-12W
dalhart-e                 36   37   -103 -102   NJ13-12E
goodland-w                39   40   -102 -101   NJ14-01W
goodland-e                39   40   -101 -100   NJ14-01E
beloit-w                  39   40   -100  -99   NJ14-02W
beloit-e                  39   40    -99  -98   NJ14-02E
manhattan-w               39   40    -98  -97   NJ14-03W
manhattan-e               39   40    -97  -96   NJ14-03E
scott_city-w              38   39   -102 -101   NJ14-04W
scott_city-e              38   39   -101 -100   NJ14-04E
great_bend-w              38   39   -100  -99   NJ14-05W
great_bend-e              38   39    -99  -98   NJ14-05E
hutchinson-w              38   39    -98  -97   NJ14-06W
hutchinson-e              38   39    -97  -96   NJ14-06E
dodge_city-w              37   38   -102 -101   NJ14-07W
dodge_city-e              37   38   -101 -100   NJ14-07E
pratt-w                   37   38   -100  -99   NJ14-08W
pratt-e                   37   38    -99  -98   NJ14-08E
wichita-w                 37   38    -98  -97   NJ14-09W
wichita-e                 37   38    -97  -96   NJ14-09E
perryton-w                36   37   -102 -101   NJ14-10W
perryton-e                36   37   -101 -100   NJ14-10E
woodward-w                36   37   -100  -99   NJ14-11W
woodward-e                36   37    -99  -98   NJ14-11E
enid-w                    36   37    -98  -97   NJ14-12W
enid-e                    36   37    -97  -96   NJ14-12E
kansas_city-w             39   40    -96  -95   NJ15-01W
kansas_city-e             39   40    -95  -94   NJ15-01E
moberly-w                 39   40    -94  -93   NJ15-02W
moberly-e                 39   40    -93  -92   NJ15-02E
quincy-w                  39   40    -92  -91   NJ15-03W
quincy-e                  39   40    -91  -90   NJ15-03E
lawrence-w                38   39    -96  -95   NJ15-04W
lawrence-e                38   39    -95  -94   NJ15-04E
jefferson_city-w          38   39    -94  -93   NJ15-05W
jefferson_city-e          38   39    -93  -92   NJ15-05E
saint_louis-w             38   39    -92  -91   NJ15-06W
saint_louis-e             38   39    -91  -90   NJ15-06E
joplin-w                  37   38    -96  -95   NJ15-07W
joplin-e                  37   38    -95  -94   NJ15-07E
springfield-w             37   38    -94  -93   NJ15-08W
springfield-e             37   38    -93  -92   NJ15-08E
rolla-w                   37   38    -92  -91   NJ15-09W
rolla-e                   37   38    -91  -90   NJ15-09E
tulsa-w                   36   37    -96  -95   NJ15-10W
tulsa-e                   36   37    -95  -94   NJ15-10E
harrison-w                36   37    -94  -93   NJ15-11W
harrison-e                36   37    -93  -92   NJ15-11E
poplar_bluff-w            36   37    -92  -91   NJ15-12W
poplar_bluff-e            36   37    -91  -90   NJ15-12E
decatur-w                 39   40    -90  -89   NJ16-01W
decatur-e                 39   40    -89  -88   NJ16-01E
indianapolis-w            39   40    -88  -87   NJ16-02W
indianapolis-e            39   40    -87  -86   NJ16-02E
cincinnati-w              39   40    -86  -85   NJ16-03W
cincinnati-e              39   40    -85  -84   NJ16-03E
belleville-w              38   39    -90  -89   NJ16-04W
belleville-e              38   39    -89  -88   NJ16-04E
vincennes-w               38   39    -88  -87   NJ16-05W
vincennes-e               38   39    -87  -86   NJ16-05E
louisville-w              38   39    -86  -85   NJ16-06W
louisville-e              38   39    -85  -84   NJ16-06E
paducah-w                 37   38    -90  -89   NJ16-07W
paducah-e                 37   38    -89  -88   NJ16-07E
evansville-w              37   38    -88  -87   NJ16-08W
evansville-e              37   38    -87  -86   NJ16-08E
winchester-w              37   38    -86  -85   NJ16-09W
winchester-e              37   38    -85  -84   NJ16-09E
dyersburg-w               36   37    -90  -89   NJ16-10W
dyersburg-e               36   37    -89  -88   NJ16-10E
nashville-w               36   37    -88  -87   NJ16-11W
nashville-e               36   37    -87  -86   NJ16-11E
corbin-w                  36   37    -86  -85   NJ16-12W
corbin-e                  36   37    -85  -84   NJ16-12E
columbus-w                39   40    -84  -83   NJ17-01W
columbus-e                39   40    -83  -82   NJ17-01E
clarksburg-w              39   40    -82  -81   NJ17-02W
clarksburg-e              39   40    -81  -80   NJ17-02E
cumberland-w              39   40    -80  -79   NJ17-03W
cumberland-e              39   40    -79  -78   NJ17-03E
huntington-w              38   39    -84  -83   NJ17-04W
huntington-e              38   39    -83  -82   NJ17-04E
charleston-w              38   39    -82  -81   NJ17-05W
charleston-e              38   39    -81  -80   NJ17-05E
charlottesville-w         38   39    -80  -79   NJ17-06W
charlottesville-e         38   39    -79  -78   NJ17-06E
jenkins-w                 37   38    -84  -83   NJ17-07W
jenkins-e                 37   38    -83  -82   NJ17-07E
bluefield-w               37   38    -82  -81   NJ17-08W
bluefield-e               37   38    -81  -80   NJ17-08E
roanoke-w                 37   38    -80  -79   NJ17-09W
roanoke-e                 37   38    -79  -78   NJ17-09E
johnson_city-w            36   37    -84  -83   NJ17-10W
johnson_city-e            36   37    -83  -82   NJ17-10E
winston-salem-w           36   37    -82  -81   NJ17-11W
winston-salem-e           36   37    -81  -80   NJ17-11E
greensboro-w              36   37    -80  -79   NJ17-12W
greensboro-e              36   37    -79  -78   NJ17-12E
baltimore-w               39   40    -78  -77   NJ18-01W
baltimore-e               39   40    -77  -76   NJ18-01E
wilmington-w              39   40    -76  -75   NJ18-02W
wilmington-e              39   40    -75  -74   NJ18-02E
washington-w              38   39    -78  -77   NJ18-04W
washington-e              38   39    -77  -76   NJ18-04E
salisbury-w               38   39    -76  -75   NJ18-05W
salisbury-e               38   39    -75  -74   NJ18-05E
richmond-w                37   38    -78  -77   NJ18-07W
richmond-e                37   38    -77  -76   NJ18-07E
chincoteague-w            37   38    -76  -75   NJ18-07W
norfolk-w                 36   37    -78  -77   NJ18-10W
norfolk-e                 36   37    -77  -76   NJ18-10E
currituck_sound-w         36   37    -76  -75   NJ18-11W
coos_bay-e                43   44   -125 -124   NK10-01E
roseburg-w                43   44   -124 -123   NK10-02W
roseburg-e                43   44   -123 -122   NK10-02E
crescent-w                43   44   -122 -121   NK10-03W
crescent-e                43   44   -121 -120   NK10-03E
cape_blanco-e             42   43   -125 -124   NK10-04E
medford-w                 42   43   -124 -123   NK10-05W
medford-e                 42   43   -123 -122   NK10-05E
klamath_falls-w           42   43   -122 -121   NK10-06W
klamath_falls-e           42   43   -121 -120   NK10-06E
crescent_city-e           41   42   -125 -124   NK10-07E
weed-w                    41   42   -124 -123   NK10-08W
weed-e                    41   42   -123 -122   NK10-08E
alturas-w                 41   42   -122 -121   NK10-09W
alturas-e                 41   42   -121 -120   NK10-09E
eureka-e                  40   41   -125 -124   NK10-10E
redding-w                 40   41   -124 -123   NK10-11W
redding-e                 40   41   -123 -122   NK10-11E
susanville-w              40   41   -122 -121   NK10-12W
susanville-e              40   41   -121 -120   NK10-12E
burns-w                   43   44   -120 -119   NK11-01W
burns-e                   43   44   -119 -118   NK11-01E
boise-w                   43   44   -118 -117   NK11-02W
boise-e                   43   44   -117 -116   NK11-02E
hailey-w                  43   44   -116 -115   NK11-03W
hailey-e                  43   44   -115 -114   NK11-03E
adel-w                    42   43   -120 -119   NK11-04W
adel-e                    42   43   -119 -118   NK11-04E
jordan_valley-w           42   43   -118 -117   NK11-05W
jordan_valley-e           42   43   -117 -116   NK11-05E
twin_falls-w              42   43   -116 -115   NK11-06W
twin_falls-e              42   43   -115 -114   NK11-06E
vya-w                     41   42   -120 -119   NK11-07W
vya-e                     41   42   -119 -118   NK11-07E
mcdermitt-w               41   42   -118 -117   NK11-08W
mcdermitt-e               41   42   -117 -116   NK11-08E
wells-w                   41   42   -116 -115   NK11-09W
wells-e                   41   42   -115 -114   NK11-09E
lovelock-w                40   41   -120 -119   NK11-10W
lovelock-e                40   41   -119 -118   NK11-10E
winnemucca-w              40   41   -118 -117   NK11-11W
winnemucca-e              40   41   -117 -116   NK11-11E
elko-w                    40   41   -116 -115   NK11-12W
elko-e                    40   41   -115 -114   NK11-12E
idaho_falls-w             43   44   -114 -113   NK12-01W
idaho_falls-e             43   44   -113 -112   NK12-01E
driggs-w                  43   44   -112 -111   NK12-02W
driggs-e                  43   44   -111 -110   NK12-02E
thermopolis-w             43   44   -110 -109   NK12-03W
thermopolis-e             43   44   -109 -108   NK12-03E
pocatello-w               42   43   -114 -113   NK12-04W
pocatello-e               42   43   -113 -112   NK12-04E
preston-w                 42   43   -112 -111   NK12-05W
preston-e                 42   43   -111 -110   NK12-05E
lander-w                  42   43   -110 -109   NK12-06W
lander-e                  42   43   -109 -108   NK12-06E
brigham_city-w            41   42   -114 -113   NK12-07W
brigham_city-e            41   42   -113 -112   NK12-07E
ogden-w                   41   42   -112 -111   NK12-08W
ogden-e                   41   42   -111 -110   NK12-08E
rock_springs-w            41   42   -110 -109   NK12-09W
rock_springs-e            41   42   -109 -108   NK12-09E
tooele-w                  40   41   -114 -113   NK12-10W
tooele-e                  40   41   -113 -112   NK12-10E
salt_lake_city-w          40   41   -112 -111   NK12-11W
salt_lake_city-e          40   41   -111 -110   NK12-11E
vernal-w                  40   41   -110 -109   NK12-12W
vernal-e                  40   41   -109 -108   NK12-12E
arminto-w                 43   44   -108 -107   NK13-01W
arminto-e                 43   44   -107 -106   NK13-01E
newcastle-w               43   44   -106 -105   NK13-02W
newcastle-e               43   44   -105 -104   NK13-02E
hot_springs-w             43   44   -104 -103   NK13-03W
hot_springs-e             43   44   -103 -102   NK13-03E
casper-w                  42   43   -108 -107   NK13-04W
casper-e                  42   43   -107 -106   NK13-04E
torrington-w              42   43   -106 -105   NK13-05W
torrington-e              42   43   -105 -104   NK13-05E
alliance-w                42   43   -104 -103   NK13-06W
alliance-e                42   43   -103 -102   NK13-06E
rawlins-w                 41   42   -108 -107   NK13-07W
rawlins-e                 41   42   -107 -106   NK13-07E
cheyenne-w                41   42   -106 -105   NK13-08W
cheyenne-e                41   42   -105 -104   NK13-08E
scottsbluff-w             41   42   -104 -103   NK13-09W
scottsbluff-e             41   42   -103 -102   NK13-09E
craig-w                   40   41   -108 -107   NK13-10W
craig-e                   40   41   -107 -106   NK13-10E
greeley-w                 40   41   -106 -105   NK13-11W
